,ts_code,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date
1059,h00829.CSI,沪深300低贝塔全收益,沪深300低贝塔全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120806,其他,概要：上证与中证高、低贝塔指数系列的推出，不仅可以表征沪市与全市场不同贝塔属性的股票价格变化，从多维的角度提供业绩比较基准和分析工具，丰富和完善上证与中证指数体系，而且能够为日益发展的指数化投资提供新的标的指数，有助于推动当前市场指数化投资产品的不断发展和创新。指数选样：以 沪深300指数全部样本股（剔除上市未满半年的股票）为样本空间，选择排名后100的股票作为样本股。指数计算：1、样本股权重分配：高贝塔指数的样本股权重与其历史贝塔值成正比；低贝塔指数的样本股权重与其历史贝塔值的倒数成正比。          2、指数计算公式：指数值=Σ（价格*总股本*加权比例*贝塔值调整因子）/除数指数修正：同沪深300指数。指数调整：中证高、低贝塔指数系列一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过20%。当成份股公司有特殊情况发生时（如收购合并、分拆、退市等），将对指数进行临时调整。,
1060,h00830.CSI,中证500高贝塔全收益,中证500高贝塔全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120806,其他,概要：上证与中证高、低贝塔指数系列的推出，不仅可以表征沪市与全市场不同贝塔属性的股票价格变化，从多维的角度提供业绩比较基准和分析工具，丰富和完善上证与中证指数体系，而且能够为日益发展的指数化投资提供新的标的指数，有助于推动当前市场指数化投资产品的不断发展和创新。指数选样：以中证500指数全部样本股（剔除上市未满半年的股票）为样本空间，选择前150的股票作为样本股。指数计算：1、样本股权重分配：高贝塔指数的样本股权重与其历史贝塔值成正比；低贝塔指数的样本股权重与其历史贝塔值的倒数成正比。          2、指数计算公式：指数值=Σ（价格*总股本*加权比例*贝塔值调整因子）/除数指数修正：同沪深300指数。指数调整：中证高、低贝塔指数系列一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过20%。当成份股公司有特殊情况发生时（如收购合并、分拆、退市等），将对指数进行临时调整。,
1061,h00831.CSI,中证500低贝塔全收益,中证500低贝塔全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20120806,其他,概要：上证与中证高、低贝塔指数系列的推出，不仅可以表征沪市与全市场不同贝塔属性的股票价格变化，从多维的角度提供业绩比较基准和分析工具，丰富和完善上证与中证指数体系，而且能够为日益发展的指数化投资提供新的标的指数，有助于推动当前市场指数化投资产品的不断发展和创新。指数选样：以中证500指数全部样本股（剔除上市未满半年的股票）为样本空间，选择后150的股票作为样本股。指数计算：1、样本股权重分配：高贝塔指数的样本股权重与其历史贝塔值成正比；低贝塔指数的样本股权重与其历史贝塔值的倒数成正比。          2、指数计算公式：指数值=Σ（价格*总股本*加权比例*贝塔值调整因子）/除数指数修正：同沪深300指数。指数调整：中证高、低贝塔指数系列一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过20%。当成份股公司有特殊情况发生时（如收购合并、分拆、退市等），将对指数进行临时调整。,
1062,h00838.CSI,中证创业价值全收益,中证创业价值全收益指数,CSI,中证公司,中证主题指数,主题指数,20091231,1000.0,20120926,其他,概要：该指数是一条关注具有上述特征上市公司群体的指数。其样本由在创业板、中小板以及部分主板市场上市的具备创业和价值特征的100只股票组成，旨在刻画沪深证券市场内创业和价值特征较为显著的中小型上市股票群体的整体表现。样本空间：创业板股票、中小板股票以及部分主板市场股票（不含中证800指数主板样本及最近一年日均总市值排名前300名的主板股票）；上市时间超过三个月，除非该股票的日均总市值排在沪深两市前30位；非ST，*ST股票，非暂停上市股票。指数计算：采用派许加权方法，按照样本股的调整股本数为权数进行加权计算，公式为：报告期指数=报告期成份股的调整市值/除数*1000，其中：调整市值＝∑(股价*调整股本数*权重上限因子)，调整股本数的计算方法同沪深300指数。权重上限因子介于0和1之间，以使单个样本股权重不超过10%。指数的修正同沪深300指数。样本调整：依据稳定性和动态跟踪相结合的原则，每年定期审核两次样本股，并根据审核结果调整指数样本股，样本股调整实施时间为每年1月份和7月份的第一个交易日。为有效降低指数样本股周转率，指数样本股定期调整时设置20%的缓冲区。特殊情况下也可以对中证创业价值指数成分股进行临时调整。,
1063,h00839.CSI,中证浙企综指全收益,中证浙江企业综合全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20121109,其他,概要：通过编制浙江企业指数，能够反映浙江省上市公司的整体状况，为相关部门和机构提供分析和决策参考。选样方法：上市时间超过1个季度，除非该股票自上市以来的日均A股总市值排名在全部沪深A股前30位；公司注册地址在浙江省。指数计算：报告期指数=报告期样本股的调整市值/基期*1000，其中，调整市值=Σ ( 股价*调整股本数)，调整股本数的计算方法同沪深300指数。指数修正：同沪深 300 指数。样本调整：中证浙江企业综合指数原则上每半年调整一次样本股，样本股调整实施时间分别是每年7月和次年1月的第一个交易日，特殊情况下也可以对指数样本进行临时调整。,
1064,h00840.CSI,中证浙江民企全收益,中证浙江民营企业全收益指数,CSI,中证公司,中证主题指数,主题指数,20041231,1000.0,20121109,其他,概要：通过编制浙江企业指数，能够反映浙江省上市公司的整体状况，为相关部门和机构提供分析和决策参考。选样方法：在中证浙江企业综合指数中，将实际控制人为境内自然人（包括港澳台）控股的上市公司归为指数样本。指数计算：报告期指数=报告期样本股的调整市值/基期*1000，其中，调整市值=Σ ( 股价*调整股本数)，调整股本数的计算方法同沪深300指数。指数修正：同沪深 300 指数。样本调整：中证浙江民营企业指数原则上每半年调整一次样本股，样本股调整实施时间分别是每年7月和次年1月的第一个交易日，特殊情况下也可以对指数样本进行临时调整。,
1065,h00841.CSI,中证800医药全收益,中证800制药与生物科技全收益指数,CSI,中证公司,中证行业指数,二级行业指数,20041231,1000.0,20121221,其他,中证800制药与生物科技指数选取中证800样本股中制药与生物科技行业的上市公司组成。,
1066,h00842.CSI,中证800等权全收益,中证800等权重全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20121221,其他,中证800等权重指数与中证800指数样本股相同，但采用等权重加权。,
1067,h00843.CSI,沪深300动态全收益,沪深300动态全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20130107,其他,概要：沪深300动态指数的发布不仅能为投资者提供更具多元化风险收益特征的投资标的，同时也是中证指数公司在指数创新方面的积极尝试，具有非常重要意义和投资价值。样本选取方法：以沪深300指数样本股为样本空间。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股的调整市值/除数*1000，其中，调整市值=Σ ( 股价*调整股本数)，调整股本数的计算方法同沪深300指数，基期亦称为除数。指数修正：同沪深300指数。样本股调整：沪深300动态指数一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过30%。,
1068,h00844.CSI,沪深300稳定全收益,沪深300稳定全收益指数,CSI,中证公司,中证策略指数,策略指数,20041231,1000.0,20130107,其他,概要：沪深300稳定指数的发布不仅能为投资者提供更具多元化风险收益特征的投资标的，同时也是中证指数公司在指数创新方面的积极尝试，具有非常重要意义和投资价值。样本选取方法：以沪深300指数样本股为样本空间。指数计算：采用派许加权综合价格指数公式进行计算，公式如下：报告期指数=报告期样本股的调整市值/除数*1000，其中，调整市值=Σ ( 股价*调整股本数)，调整股本数的计算方法同沪深300指数，基期亦称为除数。指数修正：同沪深300指数。样本股调整：沪深300稳定指数一般在每年的6月及12月进行审核与调整，每年7月、1月份的第一个交易日生效。定期调整指数样本时，每次调整比例一般不超过30%。,
